Stkcd,ShortName,Accper,ROE,净利润增长率,营业收入增长率,资产负债率,总资产,研发投入,TobinQ,Year,Quarter,ln_Asset,ln_RD,RD_Intensity,Lag_1_ln_RD,Lag_1_RD_Intensity
300624,万兴科技,2020-12-31,0.175353,-1.146496,0.056702,0.221769,1123892133.7316,218609339.5,6.983977,2020,4,20.840063617381876,19.20279686152214,0.1945109614515789,18.636834306598193,0.11044591676948572
300624,万兴科技,2021-06-30,0.069804,-0.286264,-0.015377,0.416486,1465919939.14,141896698.79,5.609333,2021,2,21.105748827146062,18.770609884565946,0.09679703168049233,19.20279686152214,0.1945109614515789
300624,万兴科技,2021-09-30,0.045099,-1.854763,0.01802,0.418716,1462243997.55,238095484.92,4.949218,2021,3,21.10323807733797,19.288182352520547,0.16282883384642416,18.770609884565946,0.09679703168049233
300624,万兴科技,2022-03-31,0.001593,-0.874206,-0.035356,0.415324,1510754236.51,81287656.61,3.981008,2022,1,21.135874857444936,18.21350475007816,0.05380600937302878,19.288182352520547,0.16282883384642416
300624,万兴科技,2022-06-30,0.028479,8.162440200000004,0.056486,0.429068,1511884226.53,163042512.29,3.177586,2022,2,21.13662254201685,18.909521542494065,0.10784060672701566,18.21350475007816,0.05380600937302878
300624,万兴科技,2022-09-30,0.04945,-0.224292,0.073794,0.419409,1478893583.68,251098194.34,2.667111,2022,3,21.11456006655162,19.341354637084862,0.16978787190027603,18.909521542494065,0.10784060672701566
300624,万兴科技,2022-12-31,0.072953,0.173847,0.146366,0.423711,1532253152.47,347795728.91,2.912768,2022,4,21.1500051377403,19.66712588237953,0.22698320336254588,19.341354637084862,0.16978787190027603
300624,万兴科技,2023-03-31,0.027783,0.171263,0.03809,0.399337,1522160570.99,94304642.37,6.901649,2023,1,21.143396590814604,18.362040986794387,0.06195446404755123,19.66712588237953,0.22698320336254588
300624,万兴科技,2023-06-30,0.047579,0.098278,0.024527,0.155734,1562523761.04,192427257.31,10.479843,2023,2,21.169568146524803,19.075228761368795,0.12315157190436732,18.362040986794387,0.06195446404755123
300624,万兴科技,2023-09-30,0.070577,-0.038221,0.038968,0.158396,1602814198.42,300809804.58,8.710935,2023,3,21.195026795197133,19.52198874784641,0.18767602937166897,19.075228761368795,0.12315157190436732
300624,万兴科技,2023-12-31,0.095115,0.119406,0.020209,0.169676,1678769662.57,402503336.23,7.929411,2023,4,21.241327018358593,19.813213946043177,0.23976090657595903,19.52198874784641,0.18767602937166897
300624,万兴科技,2024-03-31,0.019536,-0.067732,-0.070914,0.139392,1654421365.43,103521599.04,7.933424,2024,1,21.226717156502296,18.455290844934357,0.06257269230387008,19.813213946043177,0.23976090657595903
300624,万兴科技,2024-06-30,0.02061,-0.947514,-0.029557,0.14533,1658121414.84,208885919.78,6.333271,2024,2,21.228951120676783,19.157298827319185,0.12597745732640236,18.455290844934357,0.06257269230387008
300624,万兴科技,2024-09-30,-0.003118,-2.41789424,0.000962,0.163026,1606277877.31,306063266.09,7.077877,2024,3,21.197185461980933,19.539302393741824,0.1905419170701384,19.157298827319185,0.12597745732640236
601138,工业富联,2019-12-31,0.23014,0.789123,0.177481,0.565452,205612945000.0,9427180000.0,2.329678,2019,4,26.04926133060765,22.96686284337565,0.045849156044139146,,
601138,工业富联,2020-03-31,0.020712,-0.778035,-0.378468,0.530641,194204632000.0,1358168000.0,1.881188,2020,1,25.99217824421847,21.02940257050779,0.0069934892181150446,22.96686284337565,0.045849156044139146
601138,工业富联,2020-06-30,0.055796,0.69607,0.206676,0.546148,201165766000.0,3716707000.0,2.042736,2020,2,26.027395111589627,22.036103898412538,0.01847584245522173,21.02940257050779,0.0069934892181150446
601138,工业富联,2020-09-30,0.095335,0.186612,0.096506,0.564925,219044438000.0,6952265000.0,1.797946,2020,3,26.112540459420813,22.66233334285389,0.031739062007134826,22.036103898412538,0.01847584245522173
601138,工业富联,2020-12-31,0.180224,1.292594,0.408668,0.538651,225513944000.0,10037729000.0,1.744914,2020,4,26.14164782989756,23.029616730504497,0.044510458297869156,22.66233334285389,0.031739062007134826
601138,工业富联,2021-03-31,0.030206,-0.630221,-0.340667,0.521299,223796573000.0,2610236000.0,1.797306,2021,1,26.13400331992773,21.682706476032287,0.011663431503931027,23.029616730504497,0.044510458297869156
601138,工业富联,2021-06-30,0.064048,0.108777,-0.007394,0.541436,231099726000.0,5233185000.0,1.608465,2021,2,26.166115168592118,22.37828591647291,0.022644704477061992,21.682706476032287,0.011663431503931027
601138,工业富联,2021-09-30,0.102519,0.208991,0.11957,0.544241,242607324000.0,8153133000.0,1.495811,2021,3,26.214710022613193,22.821668107630398,0.033606293765475935,22.37828591647291,0.022644704477061992
601138,工业富联,2021-12-31,0.17917,1.110722,0.227504,0.551824,266608775000.0,10369836440.000002,1.439985,2021,4,26.30904815862797,23.06216708673945,0.0388953305831738,22.821668107630398,0.033606293765475935
601138,工业富联,2022-03-31,0.026855,-0.63933,-0.217119,0.540785,267627597000.0,2406023000.0,1.294186,2022,1,26.312862287685867,21.60124101430358,0.008990190200751232,23.06216708673945,0.0388953305831738
601138,工业富联,2022-06-30,0.058346,0.114261,0.144061,0.589492,283525174000.0,5107111000.0,1.278928,2022,2,26.37056675335011,22.353899719445227,0.018012901387021104,21.60124101430358,0.008990190200751232
601138,工业富联,2022-09-30,0.09814,0.35831,0.130001,0.591438,296480631000.0,8349221000.0,1.16796904,2022,3,26.415247727786646,22.845434078163674,0.028161101019782975,22.353899719445227,0.018012901387021104
601138,工业富联,2022-12-31,0.161432,0.680229,0.110008,0.544901,284187662000.0,10369836440.000002,1.186418,2022,4,26.37290063857766,23.06216708673945,0.036489397066083756,22.845434078163674,0.028161101019782975
601138,工业富联,2023-03-31,0.023861,-0.622545,-0.297661,0.485569,257612005000.0,2441219000.0,1.813299,2023,1,26.274720433351582,21.61576334207147,0.009476340203943523,23.06216708673945,0.036489397066083756
601138,工业富联,2023-06-30,0.055869,0.29139,-0.047225,0.526667,268152262000.0,4931950000.0,2.393646,2023,2,26.31482079791687,22.31900028452478,0.01839234904533455,21.61576334207147,0.009476340203943523
601138,工业富联,2023-09-30,0.102792,0.570801,0.209678,0.510731,272344998000.0,7816606000.0,1.947721,2023,3,26.33033547453437,22.779516282074376,0.028701118277927762,22.31900028452478,0.01839234904533455
601138,工业富联,2023-12-31,0.155732,0.187028,0.208779,0.511322,287705301000.0,10369836440.000002,1.555361,2023,4,26.38520253277734,23.06216708673945,0.03604325816714792,22.779516282074376,0.028701118277927762
601138,工业富联,2024-03-31,0.029281,-0.442506,-0.195454,0.472905,276713342000.0,2263274000.0,2.107462,2024,1,26.34624794086378,21.540078274925033,0.008179128565474085,23.06216708673945,0.03604325816714792
601138,工业富联,2024-06-30,0.062504,0.084258,0.24194,0.525674,293248961000.0,4876045000.0,2.382017,2024,2,26.404287781421715,22.307600277604063,0.016627663345753507,21.540078274925033,0.008179128565474085
601138,工业富联,2024-09-30,0.106477,0.409487,0.155212,0.53323,308443216000.0,7133010000.0,2.155806,2024,3,26.454803598520023,22.687999142316194,0.023125844985353805,22.307600277604063,0.016627663345753507
601138,工业富联,2024-12-31,0.158342,0.264612,0.014564,0.517716,313528185680.0,10369836440.000002,1.863009,2024,4,26.47115509945332,23.06216708673945,0.03307465457215349,22.687999142316194,0.023125844985353805
601138,工业富联,2025-03-31,0.033798,-0.352061,-0.071468,0.565363,313528185680.0,2247608000.0,1.652864,2025,1,26.47115509945332,21.5331323769931,0.007168758990918931,23.06216708673945,0.03307465457215349
601138,工业富联,2025-06-30,0.07956,0.31129,0.248914,0.603297,313528185680.0,5095367000.0,1.711531,2025,2,26.47115509945332,22.351597532626556,0.01625170314097548,21.5331323769931,0.007168758990918931
601138,工业富联,2025-09-30,0.142993,0.50787,0.213768,0.638158,313528185680.0,7606323000.0,3.568465,2025,3,26.47115509945332,22.75224571215611,0.024260412133291685,22.351597532626556,0.01625170314097548
601360,三六零,2019-12-31,0.224674,-0.308402,-0.07729,0.150211,33751570000.0,2528171000.0,4.861783,2019,4,24.242292771701514,21.650761953743984,0.07490528588744168,,
601360,三六零,2020-03-31,0.011565,-0.576357,-0.322043,0.141733,33510909000.0,600820000.0,3.962685,2020,1,24.235136864558697,20.213805948472597,0.017929086913160128,21.650761953743984,0.07490528588744168
601360,三六零,2020-06-30,0.036667,1.224566,0.209268,0.17241,35934971000.0,1250254000.0,3.618909,2020,2,24.30497678085383,20.946612568418136,0.03479212491920475,20.213805948472597,0.017929086913160128
601360,三六零,2020-09-30,0.0558,-0.220228,0.103272,0.192261,37585603000.0,2012808000.0,3.170665,2020,3,24.349886915081573,21.422796599522112,0.05355263290574319,20.946612568418136,0.03479212491920475
601360,三六零,2020-12-31,0.086734,1.066439,0.212702,0.169543,44261773000.0,2871129000.0,2.570335,2020,4,24.513387229510773,21.777971169503633,0.0648670128962073,21.422796599522112,0.05355263290574319
601360,三六零,2021-03-31,0.006951,-0.784001,-0.299061,0.169782,44853010000.0,775311000.0,2.387325,2021,1,24.526656535796814,20.46877479843458,0.017285595771610422,21.777971169503633,0.0648670128962073
601360,三六零,2021-06-30,0.015075,0.146746,0.201946,0.162557,43574247000.0,1744831000.0,2.164769,2021,2,24.49773214765241,21.279923540346303,0.04004271146670647,20.46877479843458,0.017285595771610422
601360,三六零,2021-09-30,0.026964,0.433953,-0.048195,0.152126,41940083000.0,2442421000.0,2.17613,2021,3,24.459507841435872,21.616255597857638,0.05823596009573944,21.279923540346303,0.04004271146670647
601360,三六零,2021-12-31,0.023436,-1.318333,-0.196171,0.168409,42039484000.0,3128725000.0,2.330401,2021,4,24.461875108855097,21.863891410586447,0.0744234872150191,21.616255597857638,0.05823596009573944
601360,三六零,2022-06-30,-0.012356,-2.41789424,-0.090209,0.173945,39519383000.0,1612564000.0,1.714417,2022,2,24.400057097356026,21.201091296389187,0.0408043819914901,21.863891410586447,0.0744234872150191
603019,中科曙光,2019-12-31,0.147234,6.23569,0.262894,0.72442,16769281027.02,737734407.32,2.580951,2019,4,23.5428145392936,20.419094437467077,0.0439932043676353,,
603019,中科曙光,2020-03-31,0.011394,-0.840087,-0.252211,0.66919,17041225230.01,173159554.21,3.052509,2020,1,23.558901258932273,18.969724011869936,0.010161215046032132,20.419094437467077,0.0439932043676353
603019,中科曙光,2020-06-30,0.047819,2.469159,-0.057414,0.607659,16064853806.74,330730172.18,3.719966,2020,2,23.49989972936327,19.61681341412855,0.020587188415075546,18.969724011869936,0.010161215046032132
603019,中科曙光,2020-09-30,0.059604,-0.658356,0.017128,0.632731,17609366933.64,527626738.0,3.421778,2020,3,23.591696809554502,20.083899657962952,0.029962845341819182,19.61681341412855,0.020587188415075546
603019,中科曙光,2020-12-31,0.107078,7.041323,1.135637,0.429744,20963979137.06,734980839.46,2.798495,2020,4,23.76607152270648,20.41535498943599,0.03505922395050972,20.083899657962952,0.029962845341819182
603019,中科曙光,2021-03-31,0.006974,-0.849796,-0.528406,0.473341,22856702020.97,177301654.92,2.308276,2021,1,23.852510216356375,18.99336311065113,0.00775709701064194,20.41535498943599,0.03505922395050972
603019,中科曙光,2021-06-30,0.032921,2.742691,0.268801,0.469533,22906659289.0,373004080.16,2.233129,2021,2,23.85469350387916,19.737099918995952,0.01628365251580444,18.99336311065113,0.00775709701064194
603019,中科曙光,2021-09-30,0.04097,-0.680756,-0.207203,0.487004,23967869854.23,576976723.44,2.124287,2021,3,23.899980014286086,20.173312484733263,0.024072924583999757,19.737099918995952,0.01628365251580444
603019,中科曙光,2021-12-31,0.100997,6.675423,1.3299138,0.499409,26121984762.65,962072219.13,2.043686,2021,4,23.98604312478674,20.68460007871236,0.03682998163698494,20.173312484733263,0.024072924583999757
603019,中科曙光,2022-03-31,0.008729,-0.850341,-0.537843,0.497374,26325682534.22,236587008.55,2.14753,2022,1,23.993810821856176,19.28182660330978,0.008986927812506564,20.68460007871236,0.03682998163698494
603019,中科曙光,2022-06-30,0.037958,2.416794,0.308478,0.482283,26359541066.72,488387197.88,2.09455,2022,2,23.99509613621368,20.006619089537917,0.018527909747890446,19.28182660330978,0.008986927812506564
603019,中科曙光,2022-09-30,0.046843,-0.53438,-0.169742,0.488437,32083078606.94,777485069.12,1.570827,2022,3,24.19159458189073,20.47157499941529,0.02423349325808838,20.006619089537917,0.018527909747890446
603019,中科曙光,2022-12-31,0.104676,4.076101,1.3299138,0.442298,31810174007.19,1105462294.02,1.461257,2022,4,24.183052012896525,20.823529450959185,0.034751846807569625,20.47157499941529,0.02423349325808838
603019,中科曙光,2023-03-31,0.008575,-0.835113,-0.591204,0.426973,31275596194.15,294469281.78,2.221204,2023,1,24.16610395608012,19.500685252661825,0.009415305145648334,20.823529450959185,0.034751846807569625
603019,中科曙光,2023-06-30,0.03283,1.852178,0.350175,0.403005,30388492368.58,584422689.08,2.855193,2023,2,24.137329833186808,20.186135063370465,0.0192317105433062,19.500685252661825,0.009415305145648334
603019,中科曙光,2023-09-30,0.043808,-0.543097,-0.240195,0.405996,30719159993.84,858494686.27,2.24219,2023,3,24.14815240090151,20.570691049895935,0.027946554737894876,20.186135063370465,0.0192317105433062
603019,中科曙光,2023-12-31,0.100905,4.468348,1.3299138,0.383821,31615458539.32,1316264291.08,2.211937,2023,4,24.176912032205042,20.998063479533947,0.04163356635941143,20.570691049895935,0.027946554737894876
603019,中科曙光,2024-03-31,0.006721,-0.879411,-0.61762268,0.384956,31894702480.93,363343338.86,2.5761,2024,1,24.185705766518126,19.710858785039193,0.01139196514146024,20.998063479533947,0.04163356635941143
603019,中科曙光,2024-06-30,0.028869,2.317251,0.304512,0.382426,32092196584.15,624926641.01,2.275052,2024,2,24.19187874046252,20.253144828027953,0.01947285345119208,19.710858785039193,0.01139196514146024
603019,中科曙光,2024-09-30,0.040747,-0.454657,-0.279587,0.385883,32616373439.6,982880371.62,2.526739,2024,3,24.208080251980846,20.705997974490188,0.03013456948057478,20.253144828027953,0.01947285345119208
603019,中科曙光,2024-12-31,0.097699,3.999778,1.192084,0.417578,36617491563.87,1292251446.8,3.307423,2024,4,24.323791874771512,20.97965184241124,0.035290550816294786,20.705997974490188,0.03013456948057478
603019,中科曙光,2025-03-31,0.007981,-0.857501,-0.493514,0.412407,35930290716.83,390306528.12,3.114812,2025,1,24.304846529239494,19.782442960476207,0.010862882552107425,20.97965184241124,0.035290550816294786
603019,中科曙光,2025-06-30,0.032617,2.144995,0.261962,0.407036,36624107961.28,629372118.46,3.219483,2025,2,24.323972547981022,20.26023324460041,0.01718464021363713,19.782442960476207,0.010862882552107425
603019,中科曙光,2025-09-30,0.042622,-0.586473,-0.089918,0.406665,36990049910.63,973892715.39,5.123516,2025,3,24.333914792090486,20.696811708096604,0.02632850503697558,20.26023324460041,0.01718464021363713
688256,寒武纪,2025-03-31,0.063059,0.308126,0.123581,0.159685,6944976188.52,272571507.48,20.41688944000001,2025,1,22.661284384568006,19.42341155408277,0.03924729186696981,,
688256,寒武纪,2025-06-30,0.170201,0.921097,0.591908,0.196829,8420117458.26,541895478.65,20.41688944000001,2025,2,22.85388961501546,20.110583698833345,0.06435723507852129,19.42341155408277,0.03924729186696981
688256,寒武纪,2025-09-30,0.19154,-0.170047,-0.024001,0.101158,12592153353.85,842824329.82,20.41688944000001,2025,3,23.256339707220267,20.552269108509403,0.06693250202216683,20.110583698833345,0.06435723507852129
